id,fecha_voto,estado,etnia,edad,sexo,salario,estudios,religion,casado,hijos,voto
170,2024-02-05,Tennessee,illegal,46,masculino,233700,doctor,hinduism,false,4,republicano
1176,2024-08-05,Alaska,black,25,femenino,67874,graduate,hinduism,false,2,democrata
167,2024-01-12,Idaho,black,95,femenino,186879,high school,hinduism,true,1,republicano
1061,2024-07-04,Louisiana,indian,32,femenino,87628,doctor,other,true,3,democrata
1030,2024-06-25,Montana,illegal,42,femenino,152425,graduate,hinduism,false,1,democrata
1545,2024-10-19,New Jersey,hispanic,91,masculino,60762,doctor,judaism,false,0,democrata
184,2024-01-11,Wyoming,illegal,40,masculino,134777,high school,christianism,false,5,republicano
618,2024-04-08,Nebraska,asian,26,femenino,104934,graduate,atheism,false,4,democrata
69,2024-01-05,Nebraska,white,71,femenino,141539,high school,atheism,false,3,republicano
654,2024-05-10,West Virginia,white,39,femenino,135431,masters,islam,false,3,democrata
1063,2024-07-22,Rhode Island,asian,29,femenino,152436,graduate,christianism,true,3,democrata
249,2024-01-30,West Virginia,illegal,58,masculino,193000,high school,atheism,false,3,republicano
596,2024-04-13,New Hampshire,asian,28,femenino,117196,masters,other,true,0,democrata
582,2024-04-29,Idaho,hispanic,61,masculino,214217,graduate,other,true,2,republicano
240,2024-01-28,Nebraska,black,52,femenino,106055,doctor,judaism,true,1,democrata
1191,2024-07-05,New Hampshire,black,51,femenino,152541,doctor,judaism,true,5,democrata
169,2024-01-26,North Dakota,illegal,46,masculino,51831,masters,other,true,2,republicano
621,2024-04-09,Alabama,asian,24,femenino,206620,masters,other,false,5,democrata
717,2024-04-19,Idaho,hispanic,96,masculino,184246,masters,judaism,false,5,republicano
1658,2024-10-04,Montana,illegal,89,masculino,133683,graduate,christianism,false,3,republicano
36,2024-02-09,Colorado,hispanic,35,masculino,143834,high school,other,true,1,republicano
136,2024-01-21,Michigan,illegal,72,masculino,70013,doctor,other,true,5,democrata
1143,2024-07-12,New Hampshire,asian,35,femenino,88960,graduate,christianism,false,1,republicano
1716,2024-10-15,Connecticut,illegal,40,femenino,38556,undergraduate,islam,false,0,democrata
1625,2024-10-26,Rhode Island,hispanic,52,femenino,136164,masters,judaism,true,4,democrata
1578,2024-10-23,Missouri,hispanic,97,femenino,248744,undergraduate,judaism,true,5,democrata
1733,2024-11-02,Utah,illegal,97,femenino,156633,undergraduate,hinduism,false,3,democrata
1595,2024-10-04,Colorado,illegal,70,femenino,210897,high school,islam,true,3,republicano
611,2024-04-21,New York,white,47,femenino,212196,masters,hinduism,false,1,democrata
1547,2024-10-20,Kansas,illegal,73,femenino,220101,undergraduate,hinduism,false,1,democrata
109,2024-01-26,Maine,white,31,femenino,87624,high school,judaism,false,0,republicano
51,2024-01-15,Colorado,hispanic,84,femenino,186375,masters,judaism,false,4,democrata
541,2024-04-22,Oklahoma,illegal,90,masculino,188143,masters,christianism,true,4,republicano
548,2024-04-26,Illinois,black,87,femenino,112606,doctor,judaism,false,2,democrata
687,2024-05-06,Wisconsin,black,23,masculino,47486,graduate,hinduism,true,4,democrata
126,2024-01-18,Florida,illegal,56,masculino,240640,masters,other,true,1,republicano
1118,2024-07-01,Oklahoma,white,53,femenino,165761,doctor,islam,true,4,republicano
242,2024-01-28,New Mexico,white,57,femenino,143667,masters,hinduism,false,3,democrata
26,2024-01-31,North Carolina,white,79,masculino,71571,undergraduate,christianism,false,3,republicano
579,2024-04-01,California,indian,66,femenino,184787,doctor,islam,false,4,democrata
734,2024-05-11,Iowa,indian,70,femenino,192444,graduate,judaism,true,2,democrata
1248,2024-07-07,West Virginia,asian,22,femenino,102930,doctor,atheism,false,3,democrata
1603,2024-10-12,Michigan,hispanic,58,femenino,92602,graduate,atheism,true,4,democrata
1027,2024-07-20,Georgia,white,51,femenino,69499,undergraduate,islam,false,2,republicano
1588,2024-11-02,Montana,illegal,25,masculino,137101,graduate,hinduism,false,2,democrata
604,2024-04-26,Michigan,hispanic,89,masculino,99307,masters,hinduism,false,3,republicano
1166,2024-08-04,Idaho,illegal,27,femenino,152384,undergraduate,atheism,true,4,democrata
1512,2024-10-12,Rhode Island,illegal,74,masculino,79237,doctor,hinduism,false,0,democrata
1141,2024-06-26,Michigan,asian,43,femenino,243846,masters,judaism,true,1,democrata
86,2024-01-05,Nebraska,hispanic,55,femenino,162320,masters,christianism,true,5,democrata
538,2024-04-23,Louisiana,hispanic,60,masculino,128488,graduate,hinduism,true,5,republicano
119,2024-02-01,Missouri,white,90,femenino,89751,doctor,atheism,false,0,democrata
1005,2024-06-29,Mississippi,asian,46,femenino,130830,high school,judaism,true,2,republicano
724,2024-04-13,California,asian,40,masculino,146639,masters,christianism,false,3,democrata
652,2024-04-04,Nebraska,asian,53,masculino,67769,masters,atheism,true,1,republicano
1651,2024-10-05,New York,hispanic,58,femenino,77843,graduate,other,true,4,democrata
1213,2024-07-30,Washington,hispanic,37,femenino,233965,doctor,judaism,false,0,democrata
239,2024-02-06,North Dakota,white,78,femenino,165093,graduate,islam,false,5,republicano
1522,2024-10-28,New Hampshire,illegal,80,masculino,38451,high school,other,false,5,republicano
1070,2024-08-01,Michigan,indian,30,femenino,178485,masters,islam,true,4,democrata
1184,2024-06-27,South Carolina,white,20,femenino,103146,graduate,hinduism,true,2,republicano
661,2024-05-02,Ohio,hispanic,82,masculino,223238,doctor,atheism,false,3,republicano
200,2024-01-25,Oklahoma,black,74,femenino,133309,undergraduate,christianism,true,0,republicano
1206,2024-07-13,Nebraska,black,26,femenino,180282,masters,islam,true,3,democrata
59,2024-01-03,Arizona,black,45,femenino,40545,graduate,christianism,true,3,democrata
514,2024-03-30,Arkansas,indian,64,femenino,237365,masters,hinduism,true,0,democrata
627,2024-04-28,Iowa,illegal,73,femenino,45028,masters,christianism,false,3,democrata
1684,2024-10-07,South Carolina,illegal,53,masculino,197512,graduate,christianism,false,3,republicano
1223,2024-07-12,Minnesota,asian,46,femenino,111321,undergraduate,hinduism,false,1,democrata
1706,2024-10-03,California,hispanic,67,femenino,169129,high school,hinduism,true,2,democrata
61,2024-02-02,South Dakota,illegal,79,masculino,147724,undergraduate,islam,false,0,republicano
1183,2024-07-08,Alabama,hispanic,48,femenino,202492,undergraduate,other,false,3,republicano
700,2024-04-06,Wisconsin,hispanic,22,femenino,192851,masters,christianism,false,1,democrata
1037,2024-07-18,Utah,white,53,femenino,96418,masters,other,false,2,democrata
215,2024-02-05,North Carolina,white,94,masculino,143026,doctor,atheism,true,0,republicano
176,2024-01-18,Idaho,white,61,masculino,189137,doctor,other,true,1,republicano
1618,2024-09-29,Ohio,illegal,20,masculino,229217,masters,islam,false,4,democrata
1685,2024-11-02,Mississippi,illegal,46,femenino,70912,masters,atheism,false,4,democrata
515,2024-04-25,Missouri,white,26,masculino,154704,doctor,other,true,0,democrata
1538,2024-10-30,California,illegal,74,femenino,88405,masters,other,true,5,democrata
44,2024-01-27,Indiana,hispanic,89,masculino,58190,doctor,other,true,4,republicano
590,2024-04-03,Pennsylvania,black,49,masculino,200412,doctor,christianism,true,5,democrata
1110,2024-07-23,New Mexico,illegal,47,femenino,172887,masters,judaism,false,5,democrata
193,2024-01-12,Ohio,white,78,femenino,232793,doctor,hinduism,false,1,democrata
1071,2024-07-01,Washington,illegal,45,femenino,61959,masters,atheism,true,3,democrata
701,2024-04-17,Minnesota,white,18,femenino,97602,graduate,other,true,3,democrata
588,2024-04-30,Arizona,black,26,femenino,232558,graduate,christianism,true,4,democrata
1004,2024-06-27,Florida,asian,28,femenino,116076,high school,islam,true,5,republicano
1108,2024-08-05,Iowa,indian,18,femenino,107368,doctor,islam,true,0,democrata
1724,2024-10-19,Nevada,hispanic,74,masculino,214677,masters,islam,true,2,republicano
216,2024-01-18,Florida,white,46,masculino,133530,masters,other,true,5,republicano
1505,2024-10-28,Maryland,illegal,66,masculino,125905,doctor,christianism,false,3,democrata
694,2024-05-02,Delaware,black,43,femenino,113988,masters,atheism,false,3,democrata
77,2024-01-29,Virginia,white,42,femenino,165941,masters,other,false,1,democrata
539,2024-04-07,Iowa,asian,29,masculino,212141,graduate,atheism,false,0,democrata
160,2024-02-07,Colorado,illegal,66,femenino,110012,high school,judaism,true,1,republicano
572,2024-04-10,Washington,white,41,femenino,95035,doctor,other,false,0,democrata
111,2024-01-28,Virginia,hispanic,86,masculino,208304,doctor,atheism,true,2,republicano
1095,2024-06-25,Tennessee,indian,29,femenino,64670,graduate,hinduism,true,5,democrata
716,2024-04-27,Indiana,asian,68,masculino,89969,graduate,judaism,true,3,republicano
1117,2024-07-07,New Mexico,illegal,34,femenino,110565,undergraduate,hinduism,false,4,democrata
1239,2024-07-28,Nebraska,illegal,42,femenino,192509,high school,islam,true,4,republicano
1602,2024-09-25,Kentucky,illegal,24,femenino,186583,high school,hinduism,true,1,democrata
725,2024-04-15,Missouri,hispanic,89,masculino,61154,masters,christianism,false,2,republicano
1617,2024-11-03,Georgia,hispanic,94,femenino,108106,high school,islam,true,0,republicano
603,2024-05-01,Minnesota,asian,65,femenino,66317,graduate,atheism,false,3,democrata
1126,2024-08-03,Ohio,hispanic,24,femenino,248136,doctor,judaism,true,1,democrata
1587,2024-10-05,Kentucky,illegal,83,masculino,213574,masters,atheism,true,3,democrata
581,2024-03-31,Nevada,black,26,femenino,93416,masters,hinduism,false,0,democrata
707,2024-04-17,Texas,asian,52,femenino,130116,masters,other,false,0,republicano
118,2024-01-21,Montana,illegal,50,femenino,172784,graduate,atheism,false,4,democrata
1611,2024-10-05,Rhode Island,illegal,48,masculino,79261,undergraduate,hinduism,false,5,republicano
1580,2024-11-02,South Dakota,illegal,76,femenino,110463,graduate,other,false,0,democrata
1003,2024-07-26,Missouri,illegal,29,femenino,118716,graduate,atheism,true,1,democrata
695,2024-04-12,Texas,asian,79,masculino,203673,graduate,christianism,true,3,republicano
1504,2024-10-27,Idaho,hispanic,38,masculino,183156,masters,other,true,4,republicano
1571,2024-10-27,Michigan,illegal,90,masculino,204387,graduate,other,false,2,republicano
612,2024-03-30,Washington,white,73,femenino,141292,masters,atheism,true,5,democrata
1013,2024-07-15,Montana,asian,42,femenino,31195,graduate,other,false,5,republicano
1086,2024-07-13,Texas,indian,22,femenino,101091,masters,hinduism,true,1,democrata
685,2024-04-27,Maryland,hispanic,71,masculino,108217,doctor,atheism,false,3,democrata
127,2024-01-08,Pennsylvania,illegal,80,masculino,119021,graduate,islam,false,2,republicano
1715,2024-10-26,New Mexico,hispanic,60,masculino,214286,undergraduate,judaism,true,4,republicano
43,2024-02-07,Tennessee,illegal,63,masculino,137556,undergraduate,hinduism,false,3,republicano
102,2024-02-02,Florida,white,60,masculino,235104,undergraduate,christianism,false,4,republicano
1101,2024-07-14,Idaho,asian,36,femenino,55462,high school,atheism,false,1,republicano
194,2024-02-06,Michigan,black,55,femenino,233335,undergraduate,christianism,false,3,democrata
1199,2024-07-27,Kansas,asian,24,femenino,61401,graduate,judaism,false,3,democrata
1205,2024-07-29,Utah,black,35,femenino,40025,high school,other,true,1,republicano
597,2024-05-03,Mississippi,white,54,femenino,40171,masters,atheism,false,4,republicano
1596,2024-09-24,Massachusetts,illegal,63,femenino,231953,high school,other,false,3,democrata
1019,2024-07-13,Ohio,white,41,femenino,197703,undergraduate,atheism,true,2,republicano
628,2024-04-02,Connecticut,asian,33,masculino,118476,masters,hinduism,false,5,democrata
1627,2024-09-24,Wyoming,hispanic,66,femenino,132711,graduate,islam,false,1,republicano
1045,2024-07-01,Alaska,indian,27,femenino,34153,doctor,hinduism,false,1,democrata
636,2024-05-01,South Carolina,black,32,masculino,36213,masters,islam,false,3,democrata
1214,2024-07-04,Utah,indian,52,femenino,226086,undergraduate,islam,false,5,democrata
68,2024-01-04,Montana,illegal,90,masculino,177876,masters,atheism,true,1,democrata
1192,2024-07-03,Nevada,black,43,femenino,219937,high school,islam,true,5,republicano
1231,2024-07-05,North Carolina,hispanic,40,femenino,180916,masters,atheism,true,4,democrata
619,2024-05-05,Hawaii,hispanic,52,femenino,84176,doctor,other,true,4,democrata
1062,2024-07-24,Tennessee,hispanic,32,femenino,71715,graduate,judaism,false,0,democrata
1028,2024-08-05,Virginia,illegal,44,femenino,98632,doctor,hinduism,false,1,democrata
1175,2024-07-22,Nevada,illegal,39,femenino,195679,high school,christianism,false,0,republicano
653,2024-04-27,Nebraska,asian,22,femenino,49767,masters,atheism,false,3,democrata
749,2024-05-06,Montana,hispanic,26,femenino,57256,graduate,atheism,true,4,democrata
670,2024-04-25,New Jersey,illegal,28,masculino,74165,masters,christianism,true,2,democrata
1659,2024-10-27,West Virginia,hispanic,96,masculino,187313,high school,judaism,false,4,republicano
1529,2024-09-22,New York,illegal,54,femenino,87307,doctor,islam,true,4,democrata
523,2024-04-13,Hawaii,illegal,42,femenino,203229,graduate,other,true,0,democrata
1530,2024-10-11,Texas,hispanic,95,masculino,141303,undergraduate,other,true,5,republicano
168,2024-01-10,Mississippi,hispanic,76,femenino,245988,undergraduate,hinduism,true,5,republicano
1546,2024-09-28,Georgia,illegal,32,masculino,221253,masters,hinduism,false,2,democrata
52,2024-01-13,South Carolina,illegal,82,masculino,57287,high school,hinduism,false,5,republicano
185,2024-02-07,Rhode Island,hispanic,93,femenino,191541,graduate,judaism,true,4,democrata
1626,2024-10-23,Mississippi,illegal,87,femenino,56230,undergraduate,islam,false,3,republicano
224,2024-01-27,Kentucky,illegal,65,femenino,195612,graduate,islam,false,4,democrata
1660,2024-10-26,Wisconsin,illegal,26,masculino,240033,undergraduate,christianism,false,4,democrata
1247,2024-08-06,Nevada,white,24,femenino,58079,undergraduate,atheism,false,4,democrata
1012,2024-07-10,Massachusetts,white,37,femenino,149038,masters,judaism,false,1,democrata
85,2024-01-03,South Carolina,hispanic,65,femenino,62680,graduate,hinduism,false,4,republicano
506,2024-04-28,Delaware,asian,80,femenino,98874,masters,other,false,0,democrata
1513,2024-10-08,Oklahoma,illegal,36,femenino,181876,undergraduate,atheism,true,3,republicano
152,2024-01-27,Colorado,white,30,masculino,147579,high school,atheism,false,5,republicano
1732,2024-10-22,Texas,illegal,77,masculino,236844,graduate,atheism,true,5,republicano
1693,2024-10-12,Maryland,illegal,43,femenino,128416,masters,hinduism,false,5,democrata
1739,2024-10-31,Maryland,hispanic,91,femenino,39273,undergraduate,other,false,3,democrata
708,2024-04-11,North Dakota,white,25,masculino,53997,doctor,christianism,true,2,republicano
1134,2024-06-28,Illinois,white,25,femenino,51101,doctor,christianism,true,1,democrata
733,2024-04-26,South Dakota,black,27,femenino,247126,graduate,atheism,true,5,democrata
686,2024-05-01,New York,white,29,femenino,220623,doctor,islam,true,4,democrata
248,2024-01-15,West Virginia,hispanic,93,femenino,219697,masters,judaism,true,2,democrata
1125,2024-07-21,Rhode Island,asian,53,femenino,241666,undergraduate,hinduism,true,0,democrata
564,2024-03-31,Alabama,hispanic,53,masculino,194522,masters,atheism,false,3,republicano
1579,2024-09-26,Nevada,illegal,28,femenino,94188,graduate,hinduism,false,3,democrata
1748,2024-10-22,New Mexico,hispanic,38,femenino,80404,high school,christianism,false,2,republicano
1078,2024-07-27,Connecticut,indian,51,femenino,248220,high school,hinduism,false,2,democrata
1609,2024-10-14,Kansas,hispanic,94,masculino,46679,doctor,other,true,2,republicano
573,2024-04-25,Massachusetts,illegal,32,femenino,245530,masters,other,false,0,democrata
750,2024-04-20,Utah,white,43,femenino,218969,graduate,hinduism,false,1,republicano
207,2024-01-05,Colorado,black,45,masculino,100942,undergraduate,atheism,false,4,republicano
1238,2024-07-07,Maine,asian,45,femenino,194471,undergraduate,islam,false,4,democrata
620,2024-04-12,New Jersey,hispanic,86,masculino,167149,graduate,other,true,2,republicano
1021,2024-07-20,Indiana,illegal,24,femenino,125703,graduate,islam,false,2,democrata
1563,2024-10-06,Florida,hispanic,61,masculino,135511,doctor,atheism,true,0,republicano
1723,2024-10-12,Hawaii,hispanic,19,femenino,201448,high school,atheism,false,0,democrata
1676,2024-10-16,North Dakota,hispanic,74,masculino,110153,doctor,hinduism,false,3,republicano
135,2024-01-08,Oklahoma,black,58,masculino,101338,doctor,atheism,true,3,republicano
1610,2024-10-23,New Hampshire,hispanic,36,femenino,180439,graduate,other,true,3,republicano
677,2024-04-22,North Carolina,illegal,55,femenino,80224,doctor,other,false,5,democrata
35,2024-01-15,Idaho,black,38,femenino,185084,masters,hinduism,true,4,democrata
1635,2024-10-19,Indiana,illegal,52,masculino,87737,undergraduate,atheism,false,5,republicano
1667,2024-10-24,Maryland,illegal,95,masculino,37545,masters,christianism,true,1,democrata
1722,2024-10-30,West Virginia,illegal,42,femenino,84941,graduate,hinduism,true,0,democrata
575,2024-04-29,North Dakota,black,43,femenino,148348,masters,other,false,4,democrata
228,2024-01-24,Maine,white,81,masculino,74460,graduate,atheism,true,5,republicano
1006,2024-07-29,Vermont,illegal,32,femenino,192868,graduate,christianism,false,2,democrata
100,2024-01-04,Minnesota,white,64,femenino,73068,high school,islam,true,5,republicano
1170,2024-07-09,Florida,indian,37,femenino,149232,graduate,judaism,false,4,republicano
1697,2024-10-25,Kansas,illegal,64,femenino,166534,graduate,atheism,true,5,democrata
1536,2024-09-30,Connecticut,hispanic,74,femenino,119376,masters,judaism,true,1,democrata
1036,2024-07-14,Kansas,indian,45,femenino,231258,undergraduate,islam,false,2,democrata
545,2024-05-04,Vermont,illegal,30,masculino,155663,graduate,hinduism,false,5,democrata
600,2024-04-24,Delaware,indian,68,masculino,87357,doctor,judaism,false,4,democrata
1506,2024-11-01,Iowa,hispanic,44,femenino,31266,high school,atheism,false,4,republicano
1167,2024-07-06,Rhode Island,illegal,41,femenino,98549,high school,hinduism,true,5,republicano
731,2024-04-14,Arkansas,white,59,femenino,31814,graduate,other,false,4,republicano
1222,2024-06-30,Utah,illegal,39,femenino,246053,masters,christianism,true,4,democrata
231,2024-01-29,Texas,black,49,femenino,182646,masters,judaism,false,1,democrata
1604,2024-10-01,Massachusetts,hispanic,90,femenino,76743,graduate,hinduism,false,2,democrata
1124,2024-07-06,New Jersey,illegal,26,femenino,232157,high school,islam,true,3,democrata
1069,2024-07-18,Delaware,illegal,28,femenino,78937,doctor,christianism,true,1,democrata
512,2024-05-11,Louisiana,white,25,femenino,75665,doctor,other,false,3,democrata
60,2024-02-12,Alaska,illegal,93,femenino,81015,doctor,atheism,true,2,democrata
30,2024-02-03,Missouri,white,45,masculino,208932,doctor,christianism,true,5,republicano
1197,2024-07-22,Oklahoma,white,52,femenino,189155,undergraduate,judaism,true,5,republicano
643,2024-04-30,Virginia,white,31,femenino,79140,doctor,islam,true,0,democrata
1082,2024-07-17,Illinois,white,31,femenino,190123,masters,islam,true,5,democrata
509,2024-05-03,New Jersey,asian,61,femenino,46204,masters,other,false,5,democrata
1099,2024-07-15,North Carolina,hispanic,41,femenino,118383,high school,atheism,true,0,republicano
133,2024-02-10,Rhode Island,illegal,58,masculino,60685,masters,hinduism,true,2,democrata
728,2024-04-27,Maryland,white,36,masculino,232994,masters,judaism,true,5,democrata
47,2024-01-16,New Mexico,black,43,femenino,148592,high school,hinduism,true,0,republicano
93,2024-01-29,Indiana,black,87,masculino,42610,graduate,other,true,1,republicano
163,2024-02-02,Colorado,hispanic,66,femenino,46706,doctor,hinduism,false,1,democrata
1719,2024-10-05,Georgia,illegal,77,femenino,102100,high school,other,false,4,republicano
1079,2024-07-04,New Hampshire,hispanic,30,femenino,97987,high school,other,true,4,democrata
1187,2024-06-25,Wyoming,illegal,50,femenino,64909,high school,atheism,false,5,republicano
741,2024-05-02,Idaho,black,54,masculino,194348,graduate,judaism,true,2,republicano
1702,2024-10-31,Kansas,illegal,73,femenino,107678,doctor,islam,true,2,democrata
17,2024-01-14,Idaho,illegal,69,femenino,209263,graduate,hinduism,false,2,republicano
1634,2024-09-23,Utah,illegal,41,masculino,241444,undergraduate,christianism,false,5,republicano
738,2024-05-05,Tennessee,indian,88,femenino,198041,doctor,hinduism,true,3,democrata
1709,2024-10-02,Louisiana,illegal,87,masculino,212422,graduate,christianism,false,4,republicano
673,2024-03-29,Vermont,illegal,41,masculino,79085,masters,atheism,true,5,democrata
1026,2024-07-12,Oklahoma,illegal,37,femenino,87666,high school,judaism,false,5,republicano
1687,2024-10-18,Pennsylvania,illegal,48,femenino,32232,masters,christianism,true,4,democrata
1526,2024-10-02,Vermont,hispanic,83,masculino,200144,masters,hinduism,true,1,democrata
1180,2024-07-04,Nevada,asian,20,femenino,63160,masters,judaism,true,3,democrata
50,2024-02-03,Nebraska,white,74,femenino,103277,masters,hinduism,false,2,democrata
218,2024-02-04,Alabama,hispanic,96,femenino,202501,graduate,hinduism,false,3,republicano
1712,2024-10-01,New Mexico,hispanic,61,masculino,136438,doctor,other,true,1,republicano
1599,2024-10-22,Indiana,hispanic,59,femenino,219571,masters,hinduism,false,2,democrata
565,2024-05-01,South Carolina,illegal,32,femenino,95216,masters,hinduism,false,3,democrata
27,2024-01-01,New Mexico,white,88,femenino,129401,high school,other,true,1,republicano
748,2024-04-10,New Mexico,white,60,femenino,241905,doctor,atheism,true,2,democrata
1104,2024-08-06,North Carolina,black,28,femenino,160589,masters,christianism,false,2,democrata
1089,2024-07-29,West Virginia,illegal,27,femenino,65988,high school,hinduism,false,4,democrata
143,2024-01-20,South Dakota,illegal,46,femenino,112882,undergraduate,atheism,true,0,democrata
1202,2024-07-02,Colorado,asian,28,femenino,133195,doctor,christianism,false,5,democrata
1190,2024-07-09,Maine,asian,33,femenino,238344,undergraduate,hinduism,true,2,democrata
241,2024-01-24,Kentucky,black,79,femenino,87080,undergraduate,christianism,true,2,democrata
40,2024-02-08,Tennessee,illegal,95,femenino,56597,graduate,islam,true,3,republicano
502,2024-05-04,Texas,indian,60,masculino,188672,graduate,judaism,false,4,republicano
663,2024-04-25,Arkansas,asian,90,masculino,146822,doctor,hinduism,false,1,republicano
1016,2024-07-18,Arizona,indian,51,femenino,162099,undergraduate,islam,true,0,democrata
1177,2024-06-28,Georgia,illegal,48,femenino,107434,masters,other,true,1,democrata
1624,2024-10-31,New York,illegal,20,femenino,228109,masters,judaism,false,0,democrata
705,2024-04-11,Georgia,white,66,masculino,59388,masters,judaism,false,5,republicano
153,2024-01-19,Tennessee,black,71,femenino,139102,masters,christianism,true,3,democrata
1114,2024-07-21,Michigan,indian,38,femenino,129372,graduate,christianism,false,3,democrata
519,2024-04-28,Arkansas,asian,63,masculino,49692,doctor,islam,true,0,republicano
1092,2024-08-01,Wyoming,illegal,20,femenino,78279,graduate,hinduism,false,0,democrata
70,2024-01-20,Colorado,illegal,61,masculino,139286,doctor,judaism,false,4,democrata
1644,2024-10-29,Nevada,illegal,61,femenino,234441,masters,judaism,false,4,democrata
683,2024-05-02,Hawaii,white,88,femenino,187385,graduate,hinduism,false,0,democrata
522,2024-03-29,Nebraska,asian,34,masculino,36955,graduate,christianism,true,0,republicano
67,2024-02-04,New Hampshire,white,45,masculino,116177,undergraduate,judaism,false,5,republicano
